ts,status,latency_ms
1763132222.916058,200,39.138078689575195
1763132222.971088,200,43.70927810668945
1763132223.039428,200,61.85007095336914
1763132223.112916,200,84.26403999328613
1763132223.128596,200,48.799991607666016
1763132223.171031,200,41.053056716918945
1763132223.226769,200,46.196937561035156
1763132223.272535,200,41.45002365112305
1763132223.385049,200,52.332162857055664
1763132223.409847,200,128.23104858398438
1763132223.443564,200,59.76080894470215
1763132223.495771,200,60.862064361572266
1763132223.527822,200,41.82004928588867
1763132223.5832472,200,46.17810249328613
1763132223.657061,200,69.47922706604004
1763132223.698774,200,60.07194519042969
1763132223.742572,200,52.761077880859375
1763132223.801677,200,60.75596809387207
1763132223.839051,200,47.00016975402832
1763132223.9073422,200,64.87894058227539
1763132223.954636,200,61.03706359863281
1763132223.997463,200,52.73795127868652
1763132224.0484722,200,52.62422561645508
1763132224.107529,200,60.56404113769531
1763132224.139242,200,41.14508628845215
1763132224.180644,200,32.37009048461914
1763132224.245196,200,45.85599899291992
1763132224.292329,200,42.42205619812012
1763132224.401706,200,50.11105537414551
1763132224.419894,200,119.42911148071289
1763132224.464143,200,62.371015548706055
1763132224.5234408,200,70.56403160095215
1763132224.607033,200,52.381277084350586
1763132224.625962,200,122.44200706481934
1763132224.658367,200,52.490949630737305
1763132224.828944,200,69.83590126037598
1763132224.8364952,200,179.57019805908203
1763132224.872758,200,62.49189376831055
1763132224.896598,200,188.56501579284668
1763132224.9082172,200,46.82612419128418
1763132224.953505,200,41.68701171875
1763132225.00794,200,45.426130294799805
1763132225.24944,200,236.3109588623047
1763132225.348876,200,279.92916107177734
1763132225.3678982,200,245.95928192138672
1763132225.380099,200,102.57911682128906
1763132225.415187,200,86.57693862915039
1763132225.453185,200,73.7771987915039
1763132225.479774,200,50.19712448120117
1763132225.491436,200,265.37108421325684
1763132225.524375,200,44.54803466796875
1763132225.588647,200,58.05397033691406
1763132225.640308,200,59.50593948364258
1763132225.677739,200,45.870065689086914
1763132225.781067,200,98.59180450439453
1763132225.808374,200,74.79596138000488
1763132225.8472042,200,63.28296661376953
1763132225.887697,200,52.687883377075195
1763132225.939168,200,53.07126045227051
1763132226.022509,200,85.3118896484375
1763132226.154774,200,165.1132106781006
1763132226.170182,200,120.50509452819824
1763132226.218078,200,63.30084800720215
1763132226.221956,200,113.40904235839844
1763132226.264676,200,58.81023406982422
1763132226.3015769,200,45.09687423706055
1763132226.400766,200,43.00808906555176
1763132226.4468448,200,38.83790969848633
1763132226.4799,200,173.24304580688477
1763132226.5817332,200,123.14891815185547
1763132226.622564,200,61.814069747924805
1763132226.659915,200,48.26688766479492
1763132226.682111,200,172.45006561279297
1763132226.753109,200,91.19415283203125
1763132226.764373,200,51.332712173461914
1763132226.8340962,200,70.56808471679688
1763132226.879293,200,64.66388702392578
1763132226.898986,200,33.86187553405762
1763132226.9688509,200,52.670955657958984
1763132227.0102232,200,42.9081916809082
1763132227.0696378,200,52.23870277404785
1763132227.129156,200,61.28096580505371
1763132227.181217,200,62.20293045043945
1763132227.21735,200,47.2102165222168
1763132227.2733178,200,52.79207229614258
1763132227.371553,200,48.75493049621582
1763132227.4255328,200,52.52981185913086
1763132227.4689438,200,197.2959041595459
1763132227.489238,200,65.13118743896484
1763132227.5408351,200,66.43009185791016
1763132227.5715442,200,46.0360050201416
1763132227.621668,200,45.6240177154541
1763132227.689,200,62.36982345581055
1763132227.737555,200,59.684038162231445
1763132227.7894552,200,61.083078384399414
1763132227.825557,200,46.53286933898926
1763132227.874241,200,44.75092887878418
1763132227.932822,200,52.62589454650879
1763132228.031729,200,100.37016868591309
1763132228.0489101,200,66.44487380981445
1763132228.099382,200,66.77389144897461
1763132228.129477,200,45.87411880493164
1763132228.2223659,200,88.21606636047363
1763132228.234334,200,49.04508590698242
1763132228.29642,200,60.66608428955078
1763132228.3679008,200,81.48384094238281
1763132228.379787,200,42.433977127075195
1763132228.4348621,200,47.3020076751709
1763132228.476558,200,38.62810134887695
1763132228.526208,200,37.66608238220215
1763132228.590955,200,52.23202705383301
1763132228.6178591,200,28.04112434387207
1763132228.684991,200,44.08597946166992
1763132228.739915,200,48.790931701660156
1763132228.78444,200,43.11823844909668
1763132228.8321579,200,39.92772102355957
1763132228.8789551,200,36.417245864868164
1763132228.9544199,200,60.81676483154297
1763132229.004952,200,60.22381782531738
1763132229.043367,200,47.51992225646973
1763132229.135763,200,38.41996192932129
1763132229.1561012,200,109.91311073303223
1763132229.180867,200,33.329010009765625
1763132229.2590342,200,60.41908264160156
1763132229.346984,200,46.156883239746094
1763132229.393918,200,42.57798194885254
1763132229.416109,200,166.3990020751953
1763132229.5052538,200,51.82313919067383
1763132229.550417,200,46.367645263671875
1763132229.5996459,200,45.11094093322754
1763132229.617764,200,215.43383598327637
1763132229.664654,200,59.46493148803711
1763132229.7079198,200,51.622867584228516
1763132229.811091,200,103.93404960632324
1763132229.877065,200,67.72518157958984
1763132229.9237099,200,63.25984001159668
1763132229.981287,200,223.006010055542
1763132230.0575202,200,44.56019401550293
1763132230.078063,200,167.3269271850586
1763132230.112131,200,48.47311973571777
1763132230.162705,200,48.818111419677734
1763132230.1856158,200,223.77967834472656
1763132230.209504,200,45.43304443359375
1763132230.246975,200,32.32407569885254
1763132230.31571,200,49.98302459716797
1763132230.3754969,200,59.71479415893555
1763132230.4791732,200,61.11502647399902
1763132230.499528,200,132.61079788208008
1763132230.5153,200,46.122074127197266
1763132230.6096299,200,89.93792533874512
1763132230.659395,200,88.53816986083984
1763132230.7300968,200,57.58070945739746
1763132230.765313,200,42.073965072631836
1763132230.781578,200,160.0639820098877
1763132230.8338711,200,59.53621864318848
1763132230.8550029,200,30.459880828857422
1763132230.9128478,200,37.25075721740723
1763132230.9726038,200,46.07582092285156
1763132231.028394,200,51.406145095825195
1763132231.076432,200,49.28183555603027
1763132231.174515,200,46.118736267089844
1763132231.229097,200,50.17495155334473
1763132231.246027,200,168.7490940093994
1763132231.415576,200,186.41996383666992
1763132231.430536,200,48.01368713378906
1763132231.484202,200,51.39303207397461
1763132231.529386,200,46.0357666015625
1763132231.568448,200,288.15484046936035
1763132231.5823622,200,48.51198196411133
1763132231.628202,200,44.12698745727539
1763132231.6733189,200,38.92207145690918
1763132231.7319958,200,400.59971809387207
1763132231.787391,200,52.51884460449219
1763132231.835434,200,49.43585395812988
1763132231.841559,200,157.04989433288574
1763132231.895332,200,59.23104286193848
1763132231.949879,200,62.65997886657715
1763132232.02754,200,89.2019271850586
1763132232.0873542,200,97.87797927856445
1763132232.12152,200,81.00008964538574
1763132232.128278,200,37.31107711791992
1763132232.1869152,200,45.397043228149414
1763132232.244645,200,52.5202751159668
1763132232.2900631,200,46.81515693664551
1763132232.334639,200,41.14413261413574
1763132232.392192,200,47.6987361907959
1763132232.447587,200,52.76298522949219
1763132232.49941,200,53.436994552612305
1763132232.539756,200,42.70315170288086
1763132232.586467,200,39.09707069396973
1763132232.6896589,200,92.1483039855957
1763132232.697545,200,48.95472526550293
1763132232.749069,200,50.31299591064453
1763132232.809506,200,60.37497520446777
1763132232.880243,200,79.99706268310547
1763132232.893173,200,41.812896728515625
1763132232.947181,200,45.6540584564209
1763132233.000094,200,47.992706298828125
1763132233.046879,200,44.484853744506836
1763132233.1055439,200,52.40774154663086
1763132233.1524491,200,48.217058181762695
1763132233.21646,200,61.99502944946289
1763132233.241049,200,35.45498847961426
1763132233.3016021,200,45.12500762939453
1763132233.4046028,200,46.3109016418457
1763132233.4608572,200,52.06584930419922
1763132233.478977,200,171.84901237487793
1763132233.51923,200,59.87882614135742
1763132233.569948,200,59.47065353393555
1763132233.6100328,200,48.43711853027344
1763132233.6815538,200,69.71979141235352
1763132233.707308,200,44.34514045715332
1763132233.7788548,200,65.5219554901123
1763132233.816867,200,52.43420600891113
1763132233.85104,200,35.49981117248535
1763132233.899677,200,33.86974334716797
1763132233.962622,200,45.75395584106445
1763132234.02807,200,60.959815979003906
1763132234.0694249,200,51.149845123291016
1763132234.1299489,200,60.521841049194336
1763132234.1804109,200,59.931278228759766
1763132234.231414,200,60.633182525634766
1763132234.2867641,200,64.88299369812012
1763132234.34043,200,67.44384765625
1763132234.370731,200,46.66280746459961
1763132234.4074502,200,32.91821479797363
1763132234.468268,200,42.66500473022461
1763132234.528595,200,52.0169734954834
1763132234.580294,200,52.62327194213867
1763132234.6230159,200,44.19994354248047
1763132234.6821618,200,52.58488655090332
1763132234.740671,200,60.012102127075195
1763132234.792043,200,60.27698516845703
1763132234.843754,200,60.83416938781738
1763132234.8938031,200,59.75818634033203
1763132234.981777,200,45.52483558654785
1763132234.997845,200,112.65397071838379
1763132235.051967,200,65.61899185180664
1763132235.078636,200,41.18609428405762
1763132235.1328168,200,44.3267822265625
1763132235.189028,200,50.38714408874512
1763132235.2549179,200,65.85311889648438
1763132235.313855,200,73.69494438171387
1763132235.325828,200,34.80219841003418
1763132235.3947341,200,52.63519287109375
1763132235.453467,200,60.21714210510254
1763132235.494642,200,50.32706260681152
1763132235.5323362,200,37.63389587402344
1763132235.586049,200,40.57884216308594
1763132235.6359758,200,39.44873809814453
1763132235.739954,200,41.39995574951172
1763132235.747286,200,99.81584548950195
1763132235.793378,200,44.625043869018555
1763132235.8884292,200,39.04294967651367
1763132235.939219,200,39.585113525390625
1763132235.9599931,200,160.9179973602295
1763132235.991008,200,40.47203063964844
1763132236.045357,200,43.84803771972656
1763132236.092787,200,40.83871841430664
1763132236.206435,200,52.84714698791504
1763132236.251476,200,46.74100875854492
1763132236.265152,200,162.68491744995117
1763132236.34991,200,43.61915588378906
1763132236.403209,200,46.49090766906738
1763132236.435721,200,180.55081367492676
1763132236.456792,200,49.62611198425293
1763132236.57,200,61.62834167480469
1763132236.626374,200,66.91288948059082
1763132236.632287,200,175.03690719604492
1763132236.682741,200,72.16095924377441
1763132236.713144,200,51.42021179199219
1763132236.7723799,200,59.97276306152344
1763132236.8269298,200,63.43507766723633
1763132236.874006,200,59.85903739929199
1763132236.92574,200,60.43219566345215
1763132236.9588978,200,42.51384735107422
1763132237.065991,200,47.50490188598633
1763132237.1009548,200,133.58092308044434
1763132237.164522,200,95.68214416503906
1763132237.178303,200,58.377981185913086
1763132237.230177,200,59.67998504638672
1763132237.261319,200,39.689064025878906
1763132237.338832,200,66.37382507324219
1763132237.368726,200,45.1509952545166
1763132237.414388,200,40.33303260803223
1763132237.4629278,200,38.44404220581055
1763132237.536694,200,61.2339973449707
1763132237.572953,200,46.37408256530762
1763132237.623979,200,46.90694808959961
1763132237.6638021,200,36.30423545837402
1763132237.7278101,200,49.23892021179199
1763132237.7897432,200,61.038970947265625
1763132237.8396149,200,59.777021408081055
1763132237.883465,200,52.514076232910156
1763132238.0303879,200,46.0810661315918
1763132238.053663,200,171.59295082092285
1763132238.1452281,200,212.02802658081055
